customer_id,age,gender,registration_date,purchase_frequency,avg_order_value,total_spending,last_purchase_date,product_category,num_orders,customer_lifetime_days,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,rfm_combined,segment,customer_lifetime,avg_days_between_purchases,spending_velocity,avg_spending_per_purchase,recency_months,frequency_per_month,category_Beauty,category_Clothing,category_Electronics,category_Home,category_Sports,gender_Female,gender_Male,gender_Other
CUST_00001,56.0,Male,2020-04-09,20,531.9305244316791,10481.945804195311,2020-10-26,Home,18.0,749,1161,20,10481.945804195311,1,2,4,124,7,Lost,200,9.523809523809524,52.14898410047419,499.1402763902529,38.7,0.09950248756218906,False,False,False,True,False,False,True,False
CUST_00003,46.0,Female,2021-08-21,32,944.7157725432183,10751.0695899504,2021-10-07,Electronics,93.0,384,815,32,10751.0695899504,1,4,4,144,9,At Risk,47,1.4242424242424243,223.98061645730002,325.78998757425455,27.166666666666668,0.6666666666666666,False,False,True,False,False,True,False,False
CUST_00004,32.0,Male,2021-02-06,2,105.0541696011842,13513.904609937785,2023-10-28,Electronics,26.0,875,64,2,13513.904609937785,5,1,5,515,11,Potential Loyalists,994,331.3333333333333,13.581813678329432,4504.634869979262,2.1333333333333333,0.0020100502512562816,False,False,True,False,False,False,True,False
CUST_00006,25.0,Other,2021-02-18,45,979.2382479301364,3994.114240259127,2023-05-09,Sports,13.0,708,236,45,3994.114240259127,4,5,2,452,11,Need Attention,810,17.608695652173914,4.924925080467482,86.8285704404158,7.866666666666666,0.055487053020961775,False,False,False,False,True,False,False,True
CUST_00012,28.0,Other,2023-02-27,5,857.0186927286594,7491.298085542707,2023-06-25,Electronics,81.0,219,189,5,7491.298085542707,4,1,3,413,8,Need Attention,118,19.666666666666668,62.95208475245972,1248.5496809237845,6.3,0.04201680672268908,False,False,True,False,False,False,False,True
CUST_00013,41.0,Female,2020-03-24,35,883.2355200004065,14019.276650833956,2020-06-14,Electronics,132.0,13,1295,35,14019.276650833956,1,4,5,145,10,At Risk,82,2.2777777777777777,168.9069476004091,389.4243514120543,43.166666666666664,0.42168674698795183,False,False,True,False,False,True,False,False
CUST_00014,70.0,Male,2020-09-27,36,300.4279453758544,2264.148218818343,2021-03-03,Clothing,89.0,423,1033,36,2264.148218818343,1,4,1,141,6,At Risk,157,4.243243243243243,14.330052017837614,61.19319510319846,34.43333333333333,0.22784810126582278,False,True,False,False,False,False,True,False
CUST_00016,57.0,Male,2021-01-22,14,361.4504417867991,13675.885697223184,2022-07-21,Home,17.0,968,528,14,13675.885697223184,3,2,5,325,10,Potential Loyalists,545,36.333333333333336,25.047409701873963,911.7257131482123,17.6,0.02564102564102564,False,False,False,True,False,False,True,False
CUST_00017,41.0,Male,2020-08-01,9,103.52432578068252,5249.806666760894,2021-05-23,Home,86.0,786,952,9,5249.806666760894,1,1,2,112,4,Lost,295,29.5,17.73583333365167,524.9806666760894,31.733333333333334,0.030405405405405407,False,False,False,True,False,False,True,False
CUST_00019,39.0,Male,2023-04-04,24,598.4640176543504,5851.111597891709,2023-05-28,Sports,118.0,271,217,24,5851.111597891709,4,3,2,432,9,Need Attention,54,2.16,106.38384723439471,234.04446391566836,7.233333333333333,0.43636363636363634,False,False,False,False,True,False,True,False
CUST_00020,70.0,Male,2020-02-28,4,278.0105314523966,12077.801641279164,2021-10-06,Clothing,92.0,912,816,4,12077.801641279164,1,1,5,115,7,Lost,586,117.2,20.57547127986229,2415.5603282558327,27.2,0.0068143100511073255,False,True,False,False,False,False,True,False
CUST_00023,61.0,Female,2022-07-12,4,863.1885356886258,12679.577845521524,2023-09-04,Beauty,6.0,1071,118,4,12679.577845521524,5,1,5,515,11,Potential Loyalists,419,83.8,30.189471060765534,2535.9155691043047,3.933333333333333,0.009523809523809525,True,False,False,False,False,True,False,False
CUST_00024,47.0,Other,2020-05-02,25,810.7493377268959,14826.484036107706,2022-11-27,Home,74.0,664,399,25,14826.484036107706,3,3,5,335,11,Potential Loyalists,939,36.11538461538461,15.772855357561388,570.2493860041425,13.3,0.026595744680851064,False,False,False,True,False,False,False,True
CUST_00028,50.0,Male,2021-03-14,42,977.5019984921996,4564.95539341217,2023-07-05,Electronics,54.0,347,179,42,4564.95539341217,4,5,2,452,11,Need Attention,843,19.6046511627907,5.408714921104467,106.16175333516675,5.966666666666667,0.04976303317535545,False,False,True,False,False,False,True,False
CUST_00031,61.0,Other,2020-04-27,43,431.5046015748216,3023.7684791633446,2022-04-27,Sports,90.0,543,613,43,3023.7684791633446,2,5,1,251,8,At Risk,730,16.59090909090909,4.136482187637954,68.72201089007602,20.433333333333334,0.058823529411764705,False,False,False,False,True,False,False,True
CUST_00032,42.0,Male,2022-06-23,36,825.0818970044431,10672.626976400814,2023-04-23,Clothing,10.0,1237,252,36,10672.626976400814,4,4,4,444,12,Champions,304,8.216216216216216,34.99221959475677,288.4493777405625,8.4,0.1180327868852459,False,True,False,False,False,False,True,False
CUST_00036,45.0,Other,2023-01-06,32,836.4171877896916,4850.6172704350965,2023-05-11,Clothing,139.0,1170,234,32,4850.6172704350965,4,4,2,442,10,Need Attention,125,3.787878787878788,38.49696246377061,146.98840213439686,7.8,0.25396825396825395,False,True,False,False,False,False,False,True
CUST_00037,33.0,Other,2022-08-09,27,23.10859419029745,7596.9532528046575,2023-12-02,Beauty,140.0,12,29,27,7596.9532528046575,5,3,3,533,11,Loyal Customers,480,17.142857142857142,15.79408160666249,271.3197590287378,0.9666666666666667,0.056133056133056136,True,False,False,False,False,False,False,True
CUST_00038,32.0,Male,2020-03-15,42,803.1672090268498,11262.713616028836,2023-05-18,Home,142.0,229,227,42,11262.713616028836,4,5,4,454,13,Champions,1159,26.953488372093023,9.709235875886927,261.9235724657869,7.566666666666666,0.03620689655172414,False,False,False,True,False,False,True,False
CUST_00040,68.0,Other,2020-01-21,23,36.9041988767503,493.3339926673986,2022-06-16,Clothing,60.0,965,563,23,493.3339926673986,2,3,1,231,6,At Risk,877,36.541666666666664,0.5618838185277888,20.555583027808275,18.766666666666666,0.02619589977220957,False,True,False,False,False,False,False,True
CUST_00043,69.0,Male,2023-05-19,25,92.33071594883616,13343.383235686522,2023-06-16,Clothing,65.0,839,198,25,13343.383235686522,4,3,5,435,12,Loyal Customers,28,1.0769230769230769,460.1166632995353,513.2070475264047,6.6,0.8620689655172413,False,True,False,False,False,False,True,False
CUST_00044,74.0,Female,2021-07-13,3,481.8796998924188,13705.848197739546,2021-12-27,Beauty,39.0,164,734,3,13705.848197739546,2,1,5,215,8,Lost,167,41.75,81.58242974844968,3426.4620494348865,24.466666666666665,0.017857142857142856,True,False,False,False,False,True,False,False
CUST_00051,56.0,Female,2022-12-28,29,151.0629128901638,8747.37407647046,2023-01-05,Clothing,143.0,995,360,29,8747.37407647046,3,3,3,333,9,Need Attention,8,0.26666666666666666,971.9304529411622,291.5791358823487,12.0,3.2222222222222223,False,True,False,False,False,True,False,False
CUST_00054,42.0,Female,2021-06-04,16,504.05633255403103,14699.176414564845,2023-11-20,Home,70.0,50,41,16,14699.176414564845,5,2,5,525,12,Potential Loyalists,899,52.88235294117647,16.332418238405385,864.6574361508732,1.3666666666666667,0.017777777777777778,False,False,False,True,False,True,False,False
CUST_00059,70.0,Other,2020-08-30,44,925.258031051354,12163.085596864796,2020-10-13,Beauty,135.0,907,1174,44,12163.085596864796,1,5,5,155,11,At Risk,44,0.9777777777777777,270.2907910414399,270.2907910414399,39.13333333333333,0.9777777777777777,True,False,False,False,False,False,False,True
CUST_00060,19.0,Male,2022-01-22,16,848.5195066401224,8796.667338881527,2022-07-05,Electronics,63.0,1372,544,16,8796.667338881527,2,2,3,223,7,Lost,164,9.647058823529411,53.31313538716077,517.4510199342075,18.133333333333333,0.09696969696969697,False,False,True,False,False,False,True,False
